Date,Year,Distance,Event / Venue,Joggler,Gender,Nationality,Finish Time,Drops,Notes / Result Links,total_seconds,IAAF Points
11/05/2024,2024,3b 5km,Haga Parkrun,Scott Jenkins,M,GBR,0:25:46.00,0,https://www.parkrun.se/haga/results/305,1546.0,0
09/05/2024,2024,3b 5km,Toyen Parkrun,Scott Jenkins,M,GBR,0:28:13.00,0,https://www.parkrun.no/toyen/results/225,1693.0,0
06/05/2024,2024,3b Marathon,Dandelions at Dawn,Tim Butler,M,GBR,5:32:03.00,?,Marathon #96: https://www.joggling.co.uk/Marathon-List,19923.0,0
05/05/2024,2024,3c Marathon,Loire Marathon,Johan Swartvagher,M,FRA,4:49:33.00,?,https://marathonview.net/result/74618499 https://jogging-international.net/actualites/il-va-courir-un-marathon-en-jonglant/ https://www.instagram.com/johanswartvagher/ First recorded club marathon!,17373.0,0
04/05/2024,2024,3b 5km,Holyrood Parkrun,Scott Jenkins,M,GBR,0:28:40.00,0,https://www.parkrun.org.uk/holyrood/results/86,1720.0,0
04/05/2024,2024,3b 10km,"Batesville 10k, Virginia",Rick Kwiatkowski,M,USA,0:54:00.00,?,"https://www.webscorer.com/racedetails?raceid=350871&did=449574&cid=2299517         
    https://strava.app.link/0q0TSq2OLLb     ",3240.0,0
01/05/2024,2024,3b 5km,"Sandy Hook Lighthouse 5k, New Jersey",Karly Swaim,F,USA,0:27:39.00,0,https://runsignup.com/Race/Results/32546/IndividualResult/HhNT?resultSetId=453827#U87313877,1659.0,157
01/05/2024,2024,3b 1500m," Pilot Butte Middle School Meet #1, Bend, Oregon",Calvin Staley,M,USA,0:05:31.00,3,"https://www.athletic.net/TrackAndField/meet/551146/results/m/3/1500m

https://youtu.be/WCAjO15PdWk?si=OthtgNMSdwFjdIQQ",331.0,118
27/04/2024,2024,3b 5km,Portobello parkrun,James McDiarmid,M,GBR,0:19:18.00,0,https://www.parkrun.org.uk/portobello/results/381/,1158.0,220
27/04/2024,2024,3b 5km,"Lake Como Spring Break 5k, New Jersey",Karly Swaim,F,USA,0:29:03.00,0,https://runsignup.com/Race/Results/29011/IndividualResult/HPKf?resultSetId=451983#U21578490,1743.0,102
27/04/2024,2024,3b 5km,Stratford Park Parkrun,Scott Jenkins,M,GBR,0:21:35.00,0,https://www.parkrun.org.uk/stratfordparkstroud/results/152,1295.0,58
21/04/2024,2024,3b Marathon,Tissington Trail Marathon,Tim Butler,M,GBR,4:28:03.00,?,Marathon #95: https://www.joggling.co.uk/Marathon-List,16083.0,0
21/04/2024,2024,3b 100m,"British Joggler Meetup, Darlington",Jake Lodge,M,GBR,0:00:16.11,0,Manually recorded,16.11,19
21/04/2024,2024,3b 100m,"British Joggler Meetup, Darlington",Chris Edwin,M,GBR,0:00:17.36,0,Manually recorded,17.36,0
21/04/2024,2024,5b 100m,"British Joggler Meetup, Darlington",Dominic Lodge,M,GBR,0:00:26.39,0,Manually recorded,26.39,0
21/04/2024,2024,5b 100m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:00:18.37,0,Manually recorded,18.37,0
21/04/2024,2024,3b Mile,"British Joggler Meetup, Darlington",Chris Edwin,M,GBR,0:05:45.00,0,Manually recorded,345.0,171
21/04/2024,2024,3c 100m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:00:23.13,0,Manually recorded,23.13,0
21/04/2024,2024,3b Mile,"British Joggler Meetup, Darlington",Jake Lodge,M,GBR,0:05:59.00,0,Manually recorded,359.0,110
21/04/2024,2024,3b 5km,"YMCA Livestrong 5k Walk/Run, New Jersey",Karly Swaim,F,USA,0:28:31.00,0,https://www.bikesignup.com/Race/Results/77417/IndividualResult/gbFx?resultSetId=451108#U21578490,1711.0,122
21/04/2024,2024,3b Half Marathon,Btc Boga Kosusu Half Marathon,Levent Denizci,M,TUR,2:01:06.00,7,https://my.raceresult.com/286274/   https://www.instagram.com/p/C6F6OYRIUjs,7266.0,0
21/04/2024,2024,5b 200m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:01:08.00,1,First 200 of the 400 effort,68.0,0
21/04/2024,2024,3b 4x100m,"British Joggler Meetup, Darlington","Chris Edwin, Scott Jenkins, Dominic Lodge, Jake Lodge",M,GBR,0:01:08.15,0,Manually recorded,68.15,2
21/04/2024,2024,6b 100m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:02:02.15,16,Manually recorded,122.15,0
21/04/2024,2024,5b 400m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:02:21.02,3,Manually recorded,141.02,0
21/04/2024,2024,3b 4x400m,"British Joggler Meetup, Darlington","Chris Edwin, Scott Jenkins, Dominic Lodge, Jake Lodge",M,GBR,0:05:14.81,1,Manually recorded,314.81,18
21/04/2024,2024,3b Mile,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:05:37.00,0,Manually recorded,337.0,213
21/04/2024,2024,4b Mile,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:05:54.13,0,Manually recorded by Chris Edwin,354.13,130
20/04/2024,2024,3b 100m,"British Joggler Meetup, Darlington",Chris Edwin,M,GBR,0:00:17.80,0,Manually recorded,17.8,0
20/04/2024,2024,3b 400m,"British Joggler Meetup, Darlington",Chris Edwin,M,GBR,0:01:15.80,0,Manually recorded,75.8,10
20/04/2024,2024,3b 5km,"British Joggler Meetup, Darlington",Chris Edwin,M,GBR,0:18:24.00,0,https://www.strava.com/activities/11223208296,1104.0,313
20/04/2024,2024,3c 2 Miles,"JSRC Asbury Park Tutu, New Jersey",Karly Swaim,F,USA,0:22:03.00,4,https://runsignup.com/Race/Photos/Location/TuTuRun2024Photos/NJ/AsburyPark/Tutu22,1323.0,0
20/04/2024,2024,3b 100m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:00:15.64,0,Manually recorded,15.64,44
20/04/2024,2024,3b 5km,Darlington Parkrun,Chris Edwin,M,GBR,0:32:58.00,0,https://www.parkrun.org.uk/darlingtonsouthpark/results/514/,1978.0,0
20/04/2024,2024,3b 10km,Ukro's Monument Avenue 10 k ,Jonathan Austin,M,USA,0:54:08.00,0,,3248.0,0
20/04/2024,2024,4b 100m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:00:16.42,0,Manually recorded by Chris Edwin,16.42,8
20/04/2024,2024,5b 100m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:00:18.84,0,Manually recorded by Chris Edwin,18.84,0
20/04/2024,2024,3b 400m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:01:08.97,0,Manually recorded,68.97,102
20/04/2024,2024,5b 200m,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:01:19.49,6,Manually recorded by Chris Edwin,79.49,0
20/04/2024,2024,5b Mile,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:13:27.00,22,Manually recorded by Chris Edwin,807.0,0
20/04/2024,2024,4b 5km,"British Joggler Meetup, Darlington",Scott Jenkins,M,GBR,0:22:44.00,15,Manually recorded by Chris Edwin,1364.0,16
20/04/2024,2024,3b 5km,Darlington Parkrun,Scott Jenkins,M,GBR,0:32:58.00,0,https://www.parkrun.org.uk/darlingtonsouthpark/results/514/,1978.0,0
20/04/2024,2024,3b 10km,"Monument Avenue 10k, Richmond VA",Rick Kwiatkowski,M,USA,0:52:50.00,?,https://runsignup.com/Race/Results/53948/IndividualResult/sYCb?resultSetId=463637#U88659713       https://strava.app.link/zn4AiePOLLb,3170.0,0
15/04/2024,2024,3b Marathon,Boston Marathon,Andrew Miller,M,USA,5:08:17.00,?,https://www.baa.org/races/boston-marathon/results/search-results  https://www.facebook.com/reel/2073930479659957,18497.0,0
14/04/2024,2024,3b 5km,Medlife 5km,Samuel Dean,M,USA,0:18:53.00,?,https://www.strava.com/activities/11181858418,1133.0,261
14/04/2024,2024,3c 5km,"60th Annual Captain Zinn Memorial 5k Races, New Jersey",Karly Swaim,F,USA,0:36:48.00,?,https://www.adventuresignup.com/Race/Results/45684/IndividualResult/HxCq?resultSetId=448866#U21578490,2208.0,0
14/04/2024,2024,3b Marathon,Manchester Marathon,Chris Edwin,M,GBR,3:34:58.00,2,https://www.strava.com/activities/11179923233,12898.0,139
13/04/2024,2024,6b 100m,Time Trial,Sterling Franklin,M,USA,0:01:27.88,0,https://www.strava.com/activities/11175394847,87.88,0
13/04/2024,2024,3b 2.5km,"Spring into the SAGE/WAGE 5K Run/Walk, New Jersey",Karly Swaim,F,USA,0:16:47.00,0,,1007.0,0
13/04/2024,2024,3b 5km,M?ynówka Królewska Parkrun,Kacper Suchora,M,POL,0:23:58.00,4,https://www.parkrun.pl/mlynowkakrolewska/results/29/,1438.0,0
13/04/2024,2024,3b 5km,M?ynówka Królewska Parkrun,Kacper Suchora,M,POL,0:23:58.00,4,https://www.parkrun.pl/mlynowkakrolewska/results/29/,1438.0,0
13/04/2024,2024,3b 5km,M?ynówka Królewska Parkrun,Scott Jenkins,M,GBR,0:25:03.00,0,https://www.strava.com/activities/11169830795  https://www.parkrun.pl/mlynowkakrolewska/results/29/,1503.0,0
10/04/2024,2024,3b Marathon,SYRY March Hare Challenge,Tim Butler,M,GBR,4:29:10.00,?,Marathon #94: https://www.joggling.co.uk/Marathon-List,16150.0,0
06/04/2024,2024,3b 5km,M?ynówka Królewska Parkrun,Kacper Suchora,M,POL,0:23:28.00,?,https://www.parkrun.pl/mlynowkakrolewska/results/28/,1408.0,2
06/04/2024,2024,3b Half Marathon,JSRC RunAPalooza,Karly Swaim,F,USA,2:24:01.00,4,https://runsignup.com/Race/Results/28364/IndividualResult/gxbL?resultSetId=446846#U21578490,8641.0,55
06/04/2024,2024,3b 5km,Meadowmill Parkrun,Scott Jenkins,M,GBR,0:21:06.00,0,https://www.strava.com/activities/11120625198,1266.0,84
30/03/2024,2024,3b 10km,Bieg Twierdzy Krakow - Bieg Wielkanocny,Kacper Suchora,M,POL,1:00:53.00,?,https://www.facebook.com/photo/?fbid=739235191733773&set=pcb.739235285067097,3653.0,0
30/03/2024,2024,3b 5km,Malling Parkrun,Scott Jenkins,M,GBR,0:24:09.00,1,https://www.strava.com/activities/11069438917,1449.0,0
24/03/2024,2024,3b 5km,NN City Run 2024 / Budapest / Hungary,Attila Suszter,M,HUN,0:31:40.00,1,https://gammatiming.com/result/runner/nncr2024/5790 https://www.instagram.com/p/C5CEXliM7bt/  https://www.threads.net/@casualattila/post/C5Dod0KM9gP https://futofoto.hu/esemeny/nn-city-run-2024/5790/esemeny/48/1,1900.0,0
23/03/2024,2024,3b 5km,Drumpellier Country Parkrun,Scott Jenkins,M,GBR,0:24:19.00,0,https://www.strava.com/activities/11019500708,1459.0,0
17/03/2024,2024,3b Half Marathon,X Bieg Zielonych Sznurowadea,Kacper Suchora,M,POL,1:51:20.00,?,https://sts-timing.pl/event/x-jubileuszowy-bieg-zielonych-sznurowadel-2024-2/#tabs-24367,6680.0,11
17/03/2024,2024,3b Marathon,LA Marathon,Barak Hirschowitz,M,USA,4:12:34.00,?,https://results2.xacte.com/#/e/2537/placings,15154.0,3
17/03/2024,2024,3b Half Marathon,Carlisle Half Marathon,Scott Jenkins,M,GBR,1:43:54.00,0,https://www.strava.com/activities/10978093785,6234.0,62
16/03/2024,2024,3b 10km,"Shamrock Shuffle, Madison, WI",Samuel Dean,M,USA,0:39:23.00,2,https://www.strava.com/activities/10971982364,2363.0,326
16/03/2024,2024,3b 5km,Carlisle Parkrun,Scott Jenkins,M,GBR,0:29:46.00,0,https://www.strava.com/activities/10971687586,1786.0,0
10/03/2024,2024,3b Half Marathon,Inverness Half Marathon,James McDiarmid,M,GBR,1:28:47.00,?,https://invernesshalfmarathon.co.uk/results/1/2024/,5327.0,292
09/03/2024,2024,3b 5km,parkrun Puszcza Niepoaomicka,Kacper Suchora,M,POL,0:23:03.00,2,https://www.parkrun.pl/puszczaniepolomicka/results/latestresults/,1383.0,9
09/03/2024,2024,3b 5km,Denton Dene Parkrun,Scott Jenkins,M,GBR,0:19:45.00,0,https://www.strava.com/activities/10921014895,1185.0,180
03/03/2024,2024,3b 10 Miles,Lasswade 10 Mile,James McDiarmid,M,GBR,1:09:21.00,4,,4161.0,0
03/03/2024,2024,3b 10 Miles,Lasswade 10 Mile,Scott Jenkins,M,GBR,1:12:03.00,0,https://www.strava.com/activities/10881862015,4323.0,0
02/03/2024,2024,3b Half Marathon,Tom King Classic Half Marathon,John Dombach,M,USA,1:46:03.00,3,https://www.strava.com/activities/10875180286,6363.0,43
02/03/2024,2024,3b 5km,Meadowmill Parkrun,Scott Jenkins,M,GBR,0:33:15.00,1,https://www.strava.com/activities/10872503561,1995.0,0
25/02/2024,2024,3b Marathon,Marabank,Tim Butler,M,GBR,4:46:52.00,?,Marathon #93: https://www.joggling.co.uk/Marathon-List,17212.0,0
24/02/2024,2024,3b 5km,Zielony Jar Parkrun,Kacper Suchora,M,POL,0:23:45.00,?,https://www.parkrun.pl/zielonyjar/results/77,1425.0,0
24/02/2024,2024,3b 10km,"Rodeo Run 10km, Houston",Dillon Hutyra,M,USA,0:59:26.00,0,https://my.raceresult.com/278914/#2_A6C504,3566.0,0
24/02/2024,2024,3b 5km,Wallaceneuk Parkrun,Scott Jenkins,M,GBR,0:24:51.00,0,https://www.strava.com/activities/10825312624,1491.0,0
18/02/2024,2024,3b Half Marathon,Ascension Seton Austin,Kalia Handy Bosma,F,USA,3:31:45.00,?,https://www.mychiptime.com/searchevent.php?id=15556,12705.0,0
18/02/2024,2024,3b Marathon,Ascension Seton Austin,John Handy Bosma,M,USA,6:46:21.60,?,https://www.mychiptime.com/searchevent.php?id=15555,24381.6,0
18/02/2024,2024,3b 10km,Pune Maha Marathon 2024,Ketan Abhonkar,M,IND,1:05:24.00,?,https://myraceindia.com/individuals/Lokmat%20Pune%20Maha%20Marathon%202024/2024/Ketan%20Abhonkar%20-%20P15474,3924.0,0
18/02/2024,2024,3b Half Marathon,Alicante Half Marathon,Scott Jenkins,M,GBR,1:41:16.00,0,https://www.strava.com/activities/10786127494,6076.0,90
17/02/2024,2024,3b 5km,M?ynówka Królewska Parkrun,Kacper Suchora,M,POL,0:22:51.00,?,https://www.parkrun.pl/mlynowkakrolewska/results/21/,1371.0,13
10/02/2024,2024,3b 5km,Holyrood Parkrun,Scott Jenkins,M,GBR,0:28:32.00,1,https://www.strava.com/activities/10732759015,1712.0,0
04/02/2024,2024,3b Mile,Time Trial,Karly Swaim,F,USA,0:08:16.00,?, Galloway Magic Mile (time trial for group training program),496.0,82
04/02/2024,2024,3b 10km,Dewsbury 10k,Jake Lodge,M,GBR,0:44:00.00,5,https://racebest.com/results/cz4xa,2640.0,136
03/02/2024,2024,3b 5km,Krakow Parkrun,Kacper Suchora,M,POL,0:22:00.00,2,https://www.parkrun.pl/krakow/results/500/,1320.0,39
03/02/2024,2024,3b 5km,Alstervorland Parkrun,Scott Jenkins,M,GBR,0:25:08.00,0,https://www.strava.com/activities/10692062545,1508.0,0
28/01/2024,2024,3b 6.7km,"The Snowy Soles Snowshoe Race, Ontario",Michal Kapral,M,CAN,0:49:24.00,?,https://www.instagram.com/p/C2pmYbarGbq/,2964.0,0
27/01/2024,2024,3b 5km,Holyrood Parkrun,James McDiarmid,M,GBR,0:21:30.00,0,https://www.parkrun.org.uk/holyrood/results/73/,1290.0,62
27/01/2024,2024,3b 5km,M?ynówka Królewska Parkrun,Kacper Suchora,M,POL,0:23:45.00,?,https://www.parkrun.pl/mlynowkakrolewska/results/18/,1425.0,0
27/01/2024,2024,3b 5km,College of Micronesia-FSM Fun Run,Dana Lee Ling,M,FSM,0:38:11.00,?,https://www.strava.com/athletes/16093155?oq=dan,2291.0,0
27/01/2024,2024,3b 5km,Holyrood Parkrun,Scott Jenkins,M,GBR,0:25:21.00,3,https://www.parkrun.org.uk/holyrood/results/73/,1521.0,0
21/01/2024,2024,3b Half Marathon,Mumbai Marathon,Ketan Abhonkar,M,IND,2:20:35.00,4,"https://www.sportstimingsolutions.in/share.php?event_id=78282&bib=26311

https://indiabookofrecords.in/fastest-to-complete-a-half-marathon-while-juggling-three-balls/
https://www.worldrecordsindia.com/2024/05/16/first-indian-runner-to-complete-a-half-marathon-while-juggling-3-balls/",8435.0,0
20/01/2024,2024,3b 5km,M?ynówka Królewska Parkrun,Kacper Suchora,M,POL,0:25:06.00,?,https://www.parkrun.pl/mlynowkakrolewska/results/17/,1506.0,0
20/01/2024,2024,3b 5km,SoJo Break the Freeze 5km,David Tate,M,USA,0:25:37.00,?,,1537.0,0
14/01/2024,2023,3b Ultra (28.7m),Rasselbock Winter Run,Tim Butler,M,GBR,5:24:17.00,?,Marathon #92: https://www.joggling.co.uk/Marathon-List,19457.0,0
14/01/2024,2024,3b 5km,"Shark Bite 5km, Florida",Heather Thompson,F,USA,0:35:22.00,?,https://runsignup.com/Race/Results/24835/IndividualResult/gtCh?resultSetId=433509#U55948253  https://www.instagram.com/p/C2FbTLSOmTN/,2122.0,0
13/01/2024,2024,3b 5km,M?ynówka Królewska Parkrun,Kacper Suchora,M,POL,0:24:09.00,?,https://www.parkrun.pl/mlynowkakrolewska/results/16/,1449.0,0
13/01/2024,2024,3b 5km,Vogrie Parkrun,Scott Jenkins,M,GBR,0:26:00.00,0,https://www.strava.com/activities/10548693739,1560.0,0
06/01/2024,2024,3b 5km,Zillmere Parkrun,Narelle Cabassi,F,AUS,0:30:36.00,?,https://www.parkrun.com.au/zillmere/results/253/  https://www.instagram.com/p/C1vlY4tve-F/,1836.0,56
06/01/2024,2024,3b 5km,Meadowmill Parkrun,Scott Jenkins,M,GBR,0:23:38.00,0,https://www.strava.com/activities/10503497653,1418.0,1
01/01/2024,2024,3b 5km,Clevedon Salthouse Fields Parkrun,Scott Jenkins,M,GBR,0:26:33.00,0,https://www.strava.com/activities/10472352229,1593.0,0
31/12/2023,2023,3c 2 Miles,"JSRC Twilight Fun Run, New Jersey",Christian Gonzales,M,USA,0:26:14.00,?,https://runsignup.com/Race/Photos/Location/FinishLine4/NJ/Manasquan/JSRCTwilightRun  Finish line photos on page 37 with photo of race clock time,1574.0,0
31/12/2023,2023,3c 2 Miles,"JSRC Twilight Fun Run, New Jersey",Karly Swaim,F,USA,0:26:14.00,?,https://runsignup.com/Race/Photos/Location/FinishLine4/NJ/Manasquan/JSRCTwilightRun,1574.0,0
30/12/2023,2023,3b 5km,Park im. Jana Pawla II Parkrun,Kacper Suchora,M,POL,0:22:10.00,3,https://www.parkrun.pl/parkimjanapawlaii/results/149/,1330.0,33
30/12/2023,2023,3b 5km,Sharpham Road Playing Fields Parkrun,Scott Jenkins,M,GBR,0:21:10.00,0,https://www.strava.com/activities/10460699704,1270.0,80
26/12/2023,2023,3b 5km,Ogrod Saski Parkrun,Kacper Suchora,M,POL,0:23:13.00,3,https://www.parkrun.pl/ogrodsaski/results/160/,1393.0,6
23/12/2023,2023,3b 5km,Park im. Jana Pawla II Parkrun,Kacper Suchora,M,POL,0:22:59.00,?,https://www.parkrun.pl/parkimjanapawlaii/results/148/ Finished 2nd overall,1379.0,10
23/12/2023,2023,3b 5km,"Watergrove Parkrun, Rochdale",Jake Lodge,M,GBR,0:24:00.00,5,https://www.strava.com/activities/10423529584,1440.0,0
23/12/2023,2023,3c 5km,Ogrod Saski Parkrun,Piotr Maciejewski,M,POL,0:28:29.00,?,https://www.parkrun.pl/ogrodsaski/results/159/  https://www.instagram.com/p/C1PZlfZNxZU/,1709.0,0
23/12/2023,2023,3b 5km,Abingdon Parkrun,Scott Jenkins,M,GBR,0:26:10.00,0,https://www.strava.com/activities/10426060654,1570.0,0
17/12/2023,2023,3b Marathon,Portsmouth Coastal Marathon,Tim Butler,M,GBR,4:43:28.00,?,Marathon #91: https://www.joggling.co.uk/Marathon-List    https://www.strava.com/activities/10395071435,17008.0,0
17/12/2023,2023,3b 5km,Edinburgh Parkrun,James McDiarmid,M,GBR,0:20:01.00,0,https://www.instagram.com/p/C09KG53t49D/,1201.0,158
16/12/2023,2023,3b 5km,"Santa Run 5km, Madison, Wisconsin",Samuel Dean,M,USA,0:19:21.00,1,https://www.strava.com/activities/10391427729,1161.0,216
16/12/2023,2023,3b 5km,Gunnersbury Parkrun,Jake Lodge,M,GBR,0:20:18.00,0,https://www.parkrun.org.uk/gunnersbury/results/551/   https://www.strava.com/activities/10387513928,1218.0,136
16/12/2023,2023,3b 5km,Saski Garden Parkrun,Piotr Maciejewski,M,POL,0:24:17.00,?,https://www.parkrun.pl/ogrodsaski/results/158/   https://www.instagram.com/p/C085THksMId/,1457.0,0
15/12/2023,2023,3b 5km,Mlynowka Krolewska Parkrun,Kacper Suchora,M,POL,0:24:54.00,?,https://www.parkrun.pl/mlynowkakrolewska/results/12/,1494.0,0
10/12/2023,2023,3b Marathon,Christmas Canal Canter,Tim Butler,M,GBR,4:47:04.00,?,Marathon #90: https://www.joggling.co.uk/Marathon-List   https://www.strava.com/activities/10359040637,17224.0,0
10/12/2023,2023,5b Marathon,Dallas Marathon,Barry Goldmeier,M,USA,6:28:04.00,?,https://mychiptime.com/searchevent.php?id=15519,23284.0,0
09/12/2023,2023,3b 5km,Livingston Parkrun,Scott Jenkins,M,GBR,0:26:46.00,1,https://www.parkrun.org.uk/livingston/results/341/  https://www.strava.com/activities/10351755810,1606.0,0
03/12/2023,2023,3c 3km,Blackpool Santa Dash,JL Coldham,M,GBR,0:22:43.00,?,https://www.strava.com/activities/10321484421,1363.0,0
02/12/2023,2023,3b 5km,"Frosty 5km, Middletown, Pittsburgh",Tim Ebersole,M,USA,0:21:00.00,?,https://www.strava.com/activities/10316799917,1260.0,89
02/12/2023,2023,3b 5km,Robelle Domain Parkrun,Narelle Cabassi,F,AUS,0:29:15.00,?,https://www.instagram.com/p/C0VFX0GPdy6/?img_index=1 https://www.parkrun.com.au/robelledomain/results/62,1755.0,96
02/12/2023,2023,3b 10km,Gossau Christmas Run 10k,Daniel Raum,M,AUT,0:49:22.00,?,https://www.datasport.com/live/ranking/?racenr=25167#9_660AEB      https://www.alphafoto.com/images.php?runID=1597&sn=4014,2962.0,18
02/12/2023,2023,3b 5km,Meadowmill Parkrun,Scott Jenkins,M,GBR,0:22:45.00,0,https://www.parkrun.org.uk/meadowmill/results/159/  https://www.strava.com/activities/10315030947,1365.0,15
30/11/2023,2023,3b 5km,I Ty Mo?esz Biega? Wieczorem,Kacper Suchora,M,POL,0:24:17.00,?,https://itmbw.pl/itmbwieczorem-wyniki?id=574,1457.0,0
26/11/2023,2023,3b 10km,Nowa Huta w Czterech Smakach - Jesien,Kacper Suchora,M,POL,0:52:35.00,?,https://utm.run/wp-content/uploads/2023/11/2023_nh4s_jesien_10.pdf,3155.0,0
26/11/2023,2023,3b 12km,"JSRC Navesink Challenge, New Jersey",Karly Swaim,F,USA,1:15:23.00,?,https://runsignup.com/Race/Results/38943/IndividualResult/bdxK#U21578490,4523.0,0
26/11/2023,2023,3b Half Marathon,Edinburgh Mo Run,James McDiarmid,M,GBR,1:39:56.00,0,,5996.0,106
25/11/2023,2023,3b 5km,Meadowmill Parkrun,Scott Jenkins,M,GBR,0:21:00.00,0,https://www.strava.com/activities/10277539916,1260.0,89
24/11/2023,2023,3b 5 Miles,"Born to Run 5 Mile Race, New Jersey",Karly Swaim,F,USA,0:47:42.00,?,https://runsignup.com/Race/Results/35783/IndividualResult/sTXL?resultSetId=426802#U21578490,2862.0,0
23/11/2023,2023,3b 5 Miles,Turkey Trot - FDL,Samuel Dean,M,USA,0:31:20.00,0,https://www.strava.com/activities/10268547704,1880.0,0
23/11/2023,2023,3b 5 Miles,"Turkey Tory - Lifetime, Chicago",Perry Romanowski,M,USA,0:40:51.00,?,,2451.0,0
23/11/2023,2023,3b 10km,"Turkey Trot - Newport, PA",Tim Ebersole,M,USA,0:44:44.00,?,,2684.0,114
23/11/2023,2023,3b 5 Miles,Turkey Trot - Thundercloud,Kalia Handy Bosma,F,USA,1:23:04.00,?,,4984.0,0
23/11/2023,2023,3c 5 Miles,Turkey Trot - Thundercloud,John Handy Bosma,M,USA,1:23:05.00,?,,4985.0,0
19/11/2023,2023,3b 10km,"Fat Ass Trail Race, Ontario",Michal Kapral,M,CAN,0:56:46.00,6,,3406.0,0
19/11/2023,2023,5b 10km,Time Trial,Stefan Nygard,M,SWE,1:05:41.00,?,https://www.strava.com/activities/10246053281,3941.0,0
18/11/2023,2023,3b 5km,Edinburgh Parkrun,James McDiarmid,M,GBR,0:19:20.00,0,https://www.parkrun.org.uk/edinburgh/results/651/,1160.0,217
18/11/2023,2023,3b 5km,Parkrun Mylnowka Krolewska,Kacper Suchora,M,POL,0:25:01.00,?,https://www.parkrun.pl/mlynowkakrolewska/results/8,1501.0,0
18/11/2023,2023,3b 5km,Robelle Domain Parkrun,Narelle Cabassi,F,AUS,0:30:07.00,?,https://www.instagram.com/p/CzxZJMDvJpI/  https://www.parkrun.com.au/robelledomain/results/60,1807.0,69
12/11/2023,2023,3b Marathon,Pierrepoint Plod,Tim Butler,M,GBR,4:38:02.00,?,Marathon #89: https://www.joggling.co.uk/Marathon-List,16682.0,0
12/11/2023,2023,3b Marathon,Madison Marathon,Samuel Dean,M,USA,3:42:39.00,14,https://www.strava.com/activities/10207532452,13359.0,95
11/11/2023,2023,3b 5km,Edinburgh Parkrun,James McDiarmid,M,GBR,0:19:30.00,3,https://www.parkrun.org.uk/edinburgh/results/650/,1170.0,202
11/11/2023,2023,3b 5km,Cliffe Castle Parkrun,Jake Lodge,M,GBR,0:22:39.00,?,https://www.strava.com/activities/10197880347  https://www.parkrun.org.uk/cliffecastle/results/198/,1359.0,18
11/11/2023,2023,3b 5km,Parkrun Mylnowka Krolewska,Kacper Suchora,M,POL,0:25:49.00,?,https://www.parkrun.pl/mlynowkakrolewska/results/7,1549.0,0
11/11/2023,2023,3b 5km,"Bill Bruno Alumni Cross Country Run, New Jersey",Karly Swaim,F,USA,0:31:19.00,?,https://runsignup.com/Race/Results/67106/IndividualResult/qHBS?resultSetId=423230#U21578490,1879.0,39
11/11/2023,2023,3b Half Marathon,"Richmond Half Marathon, VA",Jonathan Austin,M,USA,1:51:26.00,?,https://runsignup.com/Race/Results/53399/IndividualResult/bfNJ?resultSetId=425038#U82282467,6686.0,11
11/11/2023,2023,5b Marathon,"Richmon Marathon, VA",Barry Goldmeier,M,USA,6:58:01.00,?,,25081.0,0
11/11/2023,2023,3b 5km,Whitekirk Hill Parkrun,Scott Jenkins,M,GBR,0:24:10.00,1,https://www.strava.com/activities/10201641671,1450.0,0
06/11/2023,2023,3b 15km,Istanbul Marathon,Levent Denizci,M,TUR,1:23:07.00,1,https://www.instagram.com/reel/CzSprRmIVAO/,4987.0,0
05/11/2023,2023,3b Marathon,New York City Marathon,Jack Hirschowitz,M,USA,5:10:39.00,?,,18639.0,0
05/11/2023,2023,5b Marathon,New York City Marathon,Barry Goldmeier,M,USA,6:54:28.00,?,,24868.0,0
04/11/2023,2023,3b 5km,Tremorfa Parkrun,Derrick Adams,M,GBR,0:27:49.00,?,https://www.parkrun.org.uk/tremorfa/news/2023/11/04/the-one-with-the-juggler/   https://www.facebook.com/reel/1117103175936729   https://www.parkrun.org.uk/tremorfa/results/125/,1669.0,0
04/11/2023,2023,3b 5km,Brighton & Hove Parkrun,Scott Jenkins,M,GBR,0:23:53.00,0,https://www.strava.com/activities/10162658912,1433.0,0
