100m,110mH,200m,300m,400m,400mH,4x100m,4x200m,4x400m,Points
15.74,23.54,32.72,52.58,1:12.81,1:27.04,1:03.88,2:12.55,5:06.14,39
15.75,23.57,32.76,52.64,1:12.89,1:27.15,1:03.95,2:12.70,5:06.50,38
15.77,23.60,32.80,52.70,1:12.98,1:27.26,1:04.02,2:12.85,5:06.86,37
15.79,23.63,32.83,52.76,1:13.06,1:27.38,1:04.10,2:13.00,5:07.23,36
15.80,23.66,32.87,52.82,1:13.14,1:27.49,1:04.17,2:13.15,5:07.61,35
15.82,23.69,32.91,52.88,1:13.22,1:27.60,1:04.25,2:13.31,5:07.99,34
15.84,23.72,32.95,52.95,1:13.31,1:27.72,1:04.33,2:13.47,5:08.37,33
15.86,23.75,32.99,53.01,1:13.40,1:27.84,1:04.41,2:13.63,5:08.76,32
15.87,23.78,33.02,53.08,1:13.48,1:27.96,1:04.49,2:13.79,5:09.16,31
15.89,23.82,33.06,53.15,1:13.57,1:28.08,1:04.57,2:13.96,5:09.56,30
15.91,23.85,33.11,53.21,1:13.67,1:28.21,1:04.65,2:14.12,5:09.97,29
15.93,23.88,33.15,53.28,1:13.76,1:28.33,1:04.74,2:14.30,5:10.39,28
15.95,23.92,33.19,53.35,1:13.85,1:28.46,1:04.82,2:14.47,5:10.82,27
15.97,23.95,33.23,53.43,1:13.95,1:28.59,1:04.91,2:14.65,5:11.25,26
15.99,23.99,33.28,53.50,1:14.05,1:28.73,1:05.00,2:14.83,5:11.69,25
16.01,24.02,33.32,53.57,1:14.15,1:28.87,1:05.09,2:15.02,5:12.14,24
16.03,24.06,33.37,53.65,1:14.25,1:29.00,1:05.18,2:15.20,5:12.60,23
16.05,24.10,33.41,53.73,1:14.35,1:29.15,1:05.28,2:15.40,5:13.07,22
16.07,24.14,33.46,53.81,1:14.46,1:29.29,1:05.37,2:15.60,5:13.55,21
16.09,24.18,33.51,53.89,1:14.57,1:29.44,1:05.47,2:15.80,5:14.05,20
16.12,24.22,33.56,53.97,1:14.68,1:29.60,1:05.57,2:16.01,5:14.55,19
16.14,24.26,33.61,54.06,1:14.80,1:29.75,1:05.68,2:16.22,5:15.07,18
16.16,24.31,33.67,54.15,1:14.91,1:29.92,1:05.79,2:16.44,5:15.60,17
16.19,24.35,33.72,54.24,1:15.04,1:30.08,1:05.90,2:16.66,5:16.15,16
16.21,24.40,33.78,54.33,1:15.16,1:30.25,1:06.01,2:16.90,5:16.72,15
16.24,24.44,33.83,54.43,1:15.29,1:30.43,1:06.13,2:17.14,5:17.31,14
16.27,24.49,33.90,54.53,1:15.43,1:30.62,1:06.25,2:17.39,5:17.91,13
16.30,24.54,33.96,54.63,1:15.57,1:30.81,1:06.38,2:17.65,5:18.54,12
16.33,24.60,34.02,54.74,1:15.71,1:31.01,1:06.51,2:17.92,5:19.20,11
16.36,24.65,34.09,54.86,1:15.87,1:31.22,1:06.65,2:18.20,5:19.89,10
16.39,24.71,34.16,54.98,1:16.03,1:31.44,1:06.80,2:18.50,5:20.61,9
16.43,24.77,34.24,55.10,1:16.20,1:31.67,1:06.95,2:18.81,5:21.38,8
16.46,24.84,34.32,55.24,1:16.38,1:31.91,1:07.12,2:19.15,5:22.19,7
16.50,24.91,34.41,55.38,1:16.57,1:32.18,1:07.29,2:19.51,5:23.07,6
16.54,24.99,34.50,55.54,1:16.78,1:32.47,1:07.48,2:19.90,5:24.02,5
16.59,25.07,34.61,55.72,1:17.02,1:32.79,1:07.70,2:20.33,5:25.07,4
16.65,25.17,34.73,55.91,1:17.28,1:33.15,1:07.94,2:20.82,5:26.27,3
16.71,25.28,34.87,56.15,1:17.60,1:33.58,1:08.22,2:21.40,5:27.69,2
16.79,25.43,35.05,56.46,1:18.01,1:34.14,1:08.60,2:22.16,5:29.53,1
