10 km,15 km,10 Miles,20 km,HM,25 km,30 km,Marathon,100 km,Points
1:03:42,1:37:39,1:45:11,2:12:15,2:19:54,2:51:10,3:32:34,5:18:53,14:20:32,80
1:03:46,1:37:46,1:45:18,2:12:24,2:20:04,2:51:22,3:32:49,5:19:16,14:21:32,79
1:03:50,1:37:52,1:45:25,2:12:33,2:20:13,2:51:34,3:33:04,5:19:39,14:22:33,78
1:03:55,1:37:59,1:45:32,2:12:42,2:20:23,2:51:46,3:33:19,5:20:02,14:23:33,77
1:03:59,1:38:06,1:45:39,2:12:51,2:20:32,2:51:58,3:33:34,5:20:26,14:24:34,76
1:04:03,1:38:12,1:45:46,2:13:00,2:20:42,2:52:10,3:33:49,5:20:49,14:25:36,75
1:04:08,1:38:19,1:45:54,2:13:10,2:20:52,2:52:22,3:34:04,5:21:13,14:26:38,74
1:04:12,1:38:26,1:46:01,2:13:19,2:21:01,2:52:34,3:34:20,5:21:37,14:27:40,73
1:04:17,1:38:33,1:46:08,2:13:28,2:21:11,2:52:46,3:34:35,5:22:01,14:28:43,72
1:04:21,1:38:40,1:46:16,2:13:37,2:21:21,2:52:59,3:34:51,5:22:25,14:29:46,71
1:04:26,1:38:47,1:46:23,2:13:47,2:21:31,2:53:11,3:35:07,5:22:50,14:30:50,70
1:04:30,1:38:54,1:46:31,2:13:56,2:21:41,2:53:24,3:35:23,5:23:14,14:31:54,69
1:04:35,1:39:01,1:46:39,2:14:06,2:21:52,2:53:37,3:35:39,5:23:39,14:32:59,68
1:04:39,1:39:08,1:46:46,2:14:16,2:22:02,2:53:49,3:35:55,5:24:04,14:34:04,67
1:04:44,1:39:15,1:46:54,2:14:26,2:22:12,2:54:02,3:36:11,5:24:29,14:35:10,66
1:04:49,1:39:22,1:47:02,2:14:35,2:22:23,2:54:15,3:36:28,5:24:54,14:36:16,65
1:04:53,1:39:29,1:47:10,2:14:45,2:22:33,2:54:28,3:36:44,5:25:20,14:37:22,64
1:04:58,1:39:37,1:47:18,2:14:55,2:22:44,2:54:41,3:37:01,5:25:46,14:38:29,63
1:05:03,1:39:44,1:47:25,2:15:05,2:22:54,2:54:54,3:37:17,5:26:11,14:39:37,62
1:05:08,1:39:52,1:47:34,2:15:15,2:23:05,2:55:08,3:37:34,5:26:38,14:40:45,61
1:05:13,1:39:59,1:47:42,2:15:26,2:23:16,2:55:21,3:37:51,5:27:04,14:41:54,60
1:05:18,1:40:07,1:47:50,2:15:36,2:23:27,2:55:35,3:38:08,5:27:31,14:43:03,59
1:05:22,1:40:14,1:47:58,2:15:46,2:23:38,2:55:49,3:38:26,5:27:57,14:44:13,58
1:05:27,1:40:22,1:48:06,2:15:57,2:23:49,2:56:02,3:38:43,5:28:24,14:45:24,57
1:05:33,1:40:30,1:48:15,2:16:07,2:24:00,2:56:16,3:39:01,5:28:52,14:46:35,56
1:05:38,1:40:38,1:48:23,2:16:18,2:24:11,2:56:30,3:39:19,5:29:19,14:47:47,55
1:05:43,1:40:46,1:48:32,2:16:29,2:24:23,2:56:45,3:39:37,5:29:47,14:48:59,54
1:05:48,1:40:54,1:48:40,2:16:40,2:24:34,2:56:59,3:39:55,5:30:15,14:50:12,53
1:05:53,1:41:02,1:48:49,2:16:51,2:24:46,2:57:13,3:40:13,5:30:43,14:51:26,52
1:05:58,1:41:10,1:48:58,2:17:02,2:24:58,2:57:28,3:40:31,5:31:12,14:52:41,51
1:06:04,1:41:18,1:49:07,2:17:13,2:25:09,2:57:43,3:40:50,5:31:41,14:53:56,50
1:06:09,1:41:26,1:49:16,2:17:24,2:25:21,2:57:58,3:41:09,5:32:10,14:55:12,49
1:06:15,1:41:35,1:49:25,2:17:36,2:25:33,2:58:13,3:41:28,5:32:39,14:56:29,48
1:06:20,1:41:43,1:49:34,2:17:47,2:25:46,2:58:28,3:41:47,5:33:09,14:57:46,47
1:06:26,1:41:52,1:49:43,2:17:59,2:25:58,2:58:43,3:42:06,5:33:39,14:59:05,46
1:06:31,1:42:00,1:49:52,2:18:10,2:26:10,2:58:59,3:42:26,5:34:09,15:00:24,45
1:06:37,1:42:09,1:50:02,2:18:22,2:26:23,2:59:14,3:42:46,5:34:40,15:01:44,44
1:06:43,1:42:18,1:50:11,2:18:34,2:26:36,2:59:30,3:43:06,5:35:11,15:03:05,43
1:06:48,1:42:27,1:50:21,2:18:47,2:26:49,2:59:46,3:43:26,5:35:43,15:04:27,42
1:06:54,1:42:36,1:50:31,2:18:59,2:27:02,3:00:03,3:43:47,5:36:14,15:05:50,41
1:07:00,1:42:45,1:50:41,2:19:11,2:27:15,3:00:19,3:44:08,5:36:47,15:07:14,40
1:07:06,1:42:55,1:50:51,2:19:24,2:27:28,3:00:36,3:44:29,5:37:19,15:08:39,39
1:07:12,1:43:04,1:51:01,2:19:37,2:27:42,3:00:53,3:44:50,5:37:52,15:10:06,38
1:07:19,1:43:14,1:51:11,2:19:50,2:27:56,3:01:10,3:45:12,5:38:26,15:11:33,37
1:07:25,1:43:23,1:51:22,2:20:03,2:28:10,3:01:27,3:45:34,5:39:00,15:13:02,36
1:07:31,1:43:33,1:51:32,2:20:16,2:28:24,3:01:45,3:45:56,5:39:34,15:14:31,35
1:07:38,1:43:43,1:51:43,2:20:30,2:28:38,3:02:02,3:46:18,5:40:09,15:16:02,34
1:07:44,1:43:53,1:51:54,2:20:44,2:28:53,3:02:20,3:46:41,5:40:44,15:17:35,33
1:07:51,1:44:03,1:52:05,2:20:58,2:29:07,3:02:39,3:47:04,5:41:20,15:19:09,32
1:07:58,1:44:14,1:52:16,2:21:12,2:29:22,3:02:57,3:47:28,5:41:57,15:20:44,31
1:08:05,1:44:24,1:52:27,2:21:26,2:29:38,3:03:16,3:47:52,5:42:34,15:22:21,30
1:08:11,1:44:35,1:52:39,2:21:41,2:29:53,3:03:36,3:48:16,5:43:12,15:23:59,29
1:08:19,1:44:46,1:52:51,2:21:56,2:30:09,3:03:55,3:48:41,5:43:50,15:25:39,28
1:08:26,1:44:57,1:53:03,2:22:11,2:30:25,3:04:15,3:49:06,5:44:29,15:27:21,27
1:08:33,1:45:09,1:53:15,2:22:26,2:30:41,3:04:36,3:49:32,5:45:09,15:29:05,26
1:08:41,1:45:20,1:53:28,2:22:42,2:30:58,3:04:56,3:49:58,5:45:50,15:30:51,25
1:08:48,1:45:32,1:53:40,2:22:58,2:31:15,3:05:18,3:50:25,5:46:31,15:32:39,24
1:08:56,1:45:44,1:53:53,2:23:14,2:31:32,3:05:39,3:50:52,5:47:13,15:34:30,23
1:09:04,1:45:56,1:54:07,2:23:31,2:31:50,3:06:01,3:51:20,5:47:57,15:36:22,22
1:09:12,1:46:09,1:54:20,2:23:48,2:32:08,3:06:24,3:51:49,5:48:41,15:38:18,21
1:09:21,1:46:22,1:54:34,2:24:06,2:32:27,3:06:47,3:52:18,5:49:26,15:40:16,20
1:09:29,1:46:35,1:54:48,2:24:24,2:32:46,3:07:11,3:52:48,5:50:13,15:42:17,19
1:09:38,1:46:49,1:55:03,2:24:42,2:33:05,3:07:35,3:53:19,5:51:00,15:44:21,18
1:09:47,1:47:03,1:55:18,2:25:01,2:33:26,3:08:00,3:53:51,5:51:49,15:46:29,17
1:09:56,1:47:17,1:55:34,2:25:21,2:33:46,3:08:26,3:54:23,5:52:40,15:48:41,16
1:10:06,1:47:32,1:55:50,2:25:41,2:34:08,3:08:52,3:54:57,5:53:32,15:50:57,15
1:10:16,1:47:47,1:56:06,2:26:02,2:34:30,3:09:20,3:55:32,5:54:26,15:53:17,14
1:10:26,1:48:03,1:56:23,2:26:24,2:34:53,3:09:48,3:56:08,5:55:21,15:55:43,13
1:10:37,1:48:20,1:56:41,2:26:46,2:35:16,3:10:18,3:56:45,5:56:19,15:58:14,12
1:10:48,1:48:37,1:57:00,2:27:09,2:35:41,3:10:49,3:57:24,5:57:20,16:00:52,11
1:11:00,1:48:55,1:57:19,2:27:34,2:36:07,3:11:21,3:58:05,5:58:23,16:03:37,10
1:11:12,1:49:14,1:57:40,2:28:00,2:36:35,3:11:55,3:58:48,5:59:30,16:06:31,9
1:11:25,1:49:34,1:58:01,2:28:27,2:37:03,3:12:31,3:59:33,6:00:40,16:09:34,8
1:11:39,1:49:55,1:58:24,2:28:56,2:37:34,3:13:09,4:00:22,6:01:55,16:12:49,7
1:11:54,1:50:18,1:58:49,2:29:27,2:38:07,3:13:51,4:01:14,6:03:15,16:16:19,6
1:12:10,1:50:43,1:59:16,2:30:01,2:38:43,3:14:35,4:02:10,6:04:43,16:20:08,5
1:12:28,1:51:11,1:59:46,2:30:39,2:39:23,3:15:25,4:03:13,6:06:20,16:24:20,4
1:12:48,1:51:42,2:00:19,2:31:21,2:40:08,3:16:21,4:04:24,6:08:09,16:29:07,3
1:13:12,1:52:19,2:00:59,2:32:12,2:41:01,3:17:27,4:05:48,6:10:20,16:34:47,2
1:13:44,1:53:08,2:01:52,2:33:18,2:42:11,3:18:54,4:07:38,6:13:10,16:42:10,1
