Rank,IAAF Points,Distance,Finish Time,Joggler,Gender,Nationality,Date,Drops,Notes / Result Links
1241,56,3b 5km,0:21:38.00,Jake Lodge,M,GBR,08/07/2023,?,https://www.parkrun.org.uk/stamfordpark/results/341/  https://www.strava.com/activities/9409921616
1242,56,3b 5km,0:21:38.00,James McDiarmid,M,GBR,24/06/2023,?,https://www.parkrun.org.uk/holyrood/results/44/
1243,56,3b 5km,0:21:37.00,Scott Jenkins,M,GBR,15/01/2022,?,
1244,56,3b Half Marathon,1:44:35.00,Jarek Widomski,M,POL,15/08/2019,0,
1245,56,3b 400m,0:01:37.70,Laura Schroeder,F,0,25/07/2015,?,IJA Database
1246,56,3b 400m,0:01:37.60,Alayna Bowlin,F,0,02/08/2014,?,IJA Database
1247,56,3b 400m,0:01:37.00,Sandy Brown,F,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1248,56,3b 400m,0:01:37.60,Marion Caldwell,F,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
1249,56,3b 5km,0:21:37.00,Mickey Campaniello,M,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
1250,56,3b 5km,0:21:38.00,Keith Baker,M,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1251,56,3b 400m,0:01:37.00,Meghan Cain,F,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1252,55,3b Half Marathon,2:24:01.00,Karly Swaim,F,USA,06/04/2024,4,https://runsignup.com/Race/Results/28364/IndividualResult/gxbL?resultSetId=446846#U21578490
1253,55,3b Marathon,3:51:43.00,Chris Pert,M,USA,29/09/2013,4,https://acrotrekker.wordpress.com/tag/christopher-pert-joggler/
1254,55,3b Marathon,3:51:38.00,Perry Romanowski,M,USA,05/10/2003,?,
1255,55,3b 5km,0:21:39.00,Sydney McDonald,M,0,2018,?,https://sites.google.com/site/guelph5kjoggling/results
1256,54,3b 5km,0:21:40.00,Kacper Suchora,M,POL,09/11/2024,2,https://www.parkrun.pl/mlynowkakrolewska/results/57/
1257,54,3b 5km,0:30:40.00,Karly Swaim,F,USA,10/08/2024,0,https://runsignup.com/Race/Results/9735/IndividualResult/HZMq?resultSetId=478490#U21578490
1258,53,3b 5km,0:21:41.00,Jordan Evans,M,GBR,27/05/2017,?,https://www.strava.com/activities/1011523706
1259,53,3b 5km,0:21:41.40,Chris Merra,M,0,20/07/2011,?,IJA Database
1260,53,3b 15km,1:12:49.00,Levent Denizci,M,TUR,2013,7,Levent shared a pdf doc of his results
1261,52,3b 5km,0:30:45.00,Greta Vollmar,F,DEU,04/08/2025,?,EJC results in Joggler's United Group
1262,52,3b 5km,0:21:42.00,Kacper Suchora,M,POL,02/08/2025,?,https://www.parkrun.pl/ogrodsaski/results/246/
1263,52,3b 600m,0:01:59.60,Len Ferman,M,USA,29/06/2019,?,IJA Database
1264,51,3b Marathon,3:52:33.00,Chris Pert,M,USA,17/11/2013,2,https://marathonview.net/search?query=christopher%20pert
1265,51,3b Marathon,3:52:33.00,Tom Gounley,M,USA,16/04/2012,?,http://registration.baa.org/2012/cf/public/iframe_ResultsSearch.cfm?mode=results  https://www.youtube.com/watch?v=LYoont-ebxA
1266,50,3b 400m,0:01:12.93,Tamino Larisch,M,DEU,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1267,50,3b 400m,0:01:12.06,Karel Schuller,M,NLD,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1268,50,3b 400m,0:01:12.70,Sterling Franklin,M,USA,22/07/2023,?,IJA Database
1269,50,3b Mile,0:06:17.00,Koutaro Kawano,M,JPN,28/04/2021,?,https://www.strava.com/activities/5204608300
1270,50,3b 400m,0:01:12.10,Ben Fry,M,0,24/07/2018,?,IJA Database
1271,50,3b 400m,0:01:12.80,Mike Moore,M,USA,30/07/2016,?,IJA Database
1272,50,3b 800m,0:02:46.00,Daniel Raum,M,AUT,20/07/2013,?,IJA Database
1273,50,3b 400m,0:01:12.80,David Mlakar,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1274,50,3b 400m,0:01:12.70,Jason Hollandsworth,M,0,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
1275,50,3b 400m,0:01:12.00,Ben Schoenberg,M,0,28/07/2001,?,https://dev.juggle.org/history/champs/champs2001.php
1276,50,3b 400m,0:01:12.24,Nathan Seedfeldt,M,0,28/07/2001,?,https://dev.juggle.org/history/champs/champs2001.php
1277,50,3b 400m,0:01:12.00,Bill Giduz,M,USA,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1278,49,3b 5km,0:21:47.00,Scott Jenkins,M,GBR,19/11/2022,0,https://www.strava.com/activities/8138686226
1279,48,3b 5km,0:21:48.00,Scott Jenkins,M,GBR,01/02/2025,0,https://www.strava.com/activities/13507568344
1280,48,3b Mile,0:06:18.00,Calvin Staley,M,USA,01/03/2024,4,https://youtu.be/ckLU3dX1R6o?si=Jih0hpTUyRnfc8RD
1281,48,3b 400m,0:01:38.00,Kaylyn Schull,F,0,22/07/2023,?,IJA Database
1282,48,3b Half Marathon,1:45:28.00,Jake Lodge,M,GBR,22/02/2023,?,https://www.strava.com/activities/8602663011
1283,48,3b 400m,0:01:38.30,Heather Marriott,F,USA,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1284,47,3b Marathon,3:53:37.00,Tim Butler,M,GBR,04/08/2024,?,Marathon #99: https://www.joggling.co.uk/Marathon-List
1285,47,3b 5km,0:21:49.40,Billy Gillen,M,USA,20/07/1991,?,http://www.juggling.org/orgs/ija/champs.txt
1286,46,3b 5km,0:21:51.00,Eivind Dragsjo,M,NOR,04/08/2025,?,EJC results in Joggler's United Group
1287,46,3b 800m,0:03:44.00,Maggie Armstrong,F,0,21/07/2012,?,IJA Database
1288,46,3b 5km,0:21:50.00,Perry Romanowski,M,USA,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
1289,45,3b 200m,0:00:41.53,Amanda Richter,F,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1290,45,3b 200m,0:00:41.34,Heather Marriott,F,USA,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1291,44,3b Half Marathon,1:46:03.00,John Dombach,M,USA,02/03/2024,3,https://www.strava.com/activities/10875180286
1292,44,3b 800m,0:02:47.70,Len Ferman,M,USA,24/07/2018,?,IJA Database
1293,44,3b 5km,0:31:05.20,Bekah Smith,F,USA,09/11/2013,?,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
1294,44,3b 800m,0:02:47.10,Kyle Barrett,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1295,43,3b 5km,0:21:55.00,Andreas Kramer,M,DEU,04/08/2025,?,EJC results in Joggler's United Group
1296,43,3b 10km,0:47:42.00,John Jervis,M,GBR,17/07/2019,7,https://www.runbritainrankings.com/results/results.aspx?meetingid=297940&event=10KMT&venue=Bungay&date=17-Jul-19
1297,43,3b Mile,0:08:39.00,Heather Marriott,F,USA,30/07/2016,?,IJA Database
1298,42,3b 5km,0:21:56.00,Kacper Suchora,M,POL,18/07/2024,1,https://itmbw.pl/itmbwieczorem-wyniki?id=604
1299,42,3b 10km,0:47:45.00,Riley McLincha,M,USA,31/05/2003,6,https://www.athlinks.com/event/28458/results/Event/59571/Course/362940/Entry/139702147
1300,42,3b 5km,0:21:57.00,Sterling Franklin,M,USA,2023,?,IJA Database
1301,41,3b 5km,0:21:58.00,Jake Lodge,M,GBR,19/08/2023,2,https://www.strava.com/activities/9677079696 https://www.parkrun.org.uk/huddersfield/results/547/
1302,41,3b Marathon,3:55:31.00,Daniel Raum,M,AUT,18/09/2016,?,https://seenlandmarathon2016.racepedia.de/ergebnisse/1136
1303,40,3b 5km,0:22:00.00,Kacper Suchora,M,POL,03/02/2024,2,https://www.parkrun.pl/krakow/results/500/
1304,40,3b 400m,0:01:39.50,Sydney Paugh,F,0,20/07/2011,?,IJA Database
1305,40,3b 400m,0:01:39.00,Joanne Swaim,F,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
1306,39,3b 100m,0:00:20.81,Fiona Verscheure,F,BEL,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1307,39,3b 100m,0:00:20.91,Karly Swaim,F,USA,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1308,39,3b 100m,0:00:20.44,Fiona Verscheure,F,BEL,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1309,39,3b 100m,0:00:20.78,Yasmin Stohr,F,DEU,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1310,39,3b 100m,0:00:20.50,Yasmin Stohr,F,DEU,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1311,39,3b 100m,0:00:20.84,Karly Swaim,F,USA,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1312,39,3b 100m,0:00:20.97,Yasmin Stohr,F,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1313,39,3b 100m,0:00:20.53,Yasmin Stohr,F,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1314,39,3b 100m,0:00:20.98,Christina-Anna Senser,F,DEU,09/08/2025,?,EJC results in Joggler's United Group
1315,39,3b 5km,0:31:19.00,Karly Swaim,F,USA,11/11/2023,0,https://runsignup.com/Race/Results/67106/IndividualResult/qHBS?resultSetId=423230#U21578490
1316,39,3b 100m,0:00:20.50,Anna Kruk,F,POL,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1317,39,3b 100m,0:00:20.82,Kaylin Meyers,F,USA,14/05/2022,0,https://www.youtube.com/shorts/bB0j1avE8g4
1318,39,3b 100m,0:00:20.12,Gabrielle Foran,F,CAN,30/07/2016,?,IJA Database
1319,39,3b 100m,0:00:20.99,Laura Schroeder,F,0,25/07/2015,?,IJA Database
1320,39,3b 100m,0:00:20.90,Riga Moettus,F,USA,02/08/2014,?,IJA Database
1321,39,3b 100m,0:00:20.46,Alayna Bowlin,F,0,20/07/2011,?,IJA Database
1322,39,3b 100m,0:00:20.10,Heather Marriott,F,USA,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1323,39,3b 100m,0:00:20.10,Heather Marriott,F,USA,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
1324,39,3b 100m,0:00:20.53,Heather Marriott,F,USA,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1325,39,3b 100m,0:00:20.70,Lauren Rice,F,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1326,39,3b 100m,0:00:20.80,Heather Marriott,F,USA,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
1327,39,3b 100m,0:00:20.10,Laura Green,F,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1328,39,3b 100m,0:00:20.70,Joanne Swaim,F,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
1329,39,3b 100m,0:00:20.16,Sandy Amass,F,0,20/07/1991,?,http://www.juggling.org/orgs/ija/champs.txt
1330,39,3b 100m,0:00:20.82,Kaylin Meyers,F,USA,2022,?,IJA Database
1331,38,3b 5km,0:22:03.00,Tamino Larisch,M,DEU,04/08/2025,?,EJC results in Joggler's United Group
1332,38,3b 5km,0:22:03.00,Jordan Evans,M,GBR,21/12/2019,2,https://www.strava.com/activities/2971205774
1333,38,3b 800m,0:02:48.00,Chris Merra,M,0,20/07/2011,?,IJA Database
1334,37,3b 5km,0:31:25.00,Juliane de Vries,F,DEU,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1335,37,3b Marathon,3:56:34.00,Perry Romanowski,M,USA,22/10/2017,?,https://marathonview.net/result/51051873
1336,36,3b 400m,0:01:13.97,Vasek Peca,M,CZE,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1337,36,3b 400m,0:01:13.47,Vasek Peca,M,CZE,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1338,36,3b 400m,0:01:13.87,Shimon Levikov,M,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
